dataResourceName,year,month,locality,decimalLatitude,decimalLongitude,stateProvince,scientificName
iNaturalist Australia,2022,3,,-28.603945,153.54753,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-27.527489,153.090518,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-34.86885,138.657363,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,2,,-35.72798,137.465347,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,8,,-29.776436,151.344861,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,2,,-27.526589,153.090437,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-34.93937,138.88533,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-27.541165,153.07542,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-37.67317,144.364425,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-34.76103,138.946845,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,3,,-37.39147,144.266428,Victoria,Phascolarctos cinereus
iNaturalist Australia,2025,12,,-27.257678,151.90543,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,8,,-27.604868,153.247138,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,1,,-27.27475,152.928122,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,7,,-27.647261,152.890849,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-27.52942,153.109417,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-27.511247,153.087697,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,3,,-35.020713,138.673907,South Australia,Phascolarctos cinereus
iNaturalist Australia,2022,12,,-27.93734,153.356852,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-27.526648,153.09083,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-34.997697,138.752844,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-37.92403,147.730942,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-38.756445,143.66951,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.701741,153.19019,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.512472,153.08316,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-27.525818,153.091794,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,3,,-27.526865,153.090758,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.527391,153.091644,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.544278,153.071358,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-37.562365,149.76029,Victoria,Phascolarctos cinereus
iNaturalist Australia,2026,2,,-28.070453,152.615769,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-27.20108,152.510712,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,4,,-38.666322,143.858985,Victoria,Phascolarctos cinereus
iNaturalist Australia,2026,5,,-27.526381,153.090675,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,10,,-26.452669,152.985611,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-27.38072,152.572845,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,9,,-27.548913,153.059542,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,11,,-27.414113,152.003067,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,3,,-34.88605,138.733464,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.40755,152.361617,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-38.005427,144.411769,Victoria,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-35.86708,145.60118,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2022,10,,-34.692015,138.826933,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.39523,153.441942,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-28.525666,153.000099,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,6,,-38.063204,141.9131,Victoria,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-34.958129,138.698397,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-34.753733,146.53543,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-34.891771,138.732312,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-19.125083,146.8703,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-26.164196,151.75921,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-27.495821,153.40241,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-27.722525,151.530412,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-35.671696,137.089376,South Australia,Phascolarctos cinereus
iNaturalist Australia,2021,10,,-28.257909,153.400765,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.79596,151.566135,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,6,,-27.469494,152.524445,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-27.513076,153.08392,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.542693,153.072637,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.551508,153.057273,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-26.586388,151.808283,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,6,,-27.6566,153.143525,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-34.887352,138.7203,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-27.400142,153.437878,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.52737,153.09222,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.137819,152.51137,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,9,,-32.587392,151.75975,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,5,,-27.527647,153.0924,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,1,,-38.623711,143.807771,Victoria,Phascolarctos cinereus
iNaturalist Australia,2020,6,,-26.760403,152.8102,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,2,,-27.526765,153.091511,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,2,,-27.54385,153.071011,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.701741,153.19019,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,7,,-28.08609,152.845773,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-27.453808,152.642792,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-34.95724,138.684858,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,12,,-27.527175,153.091705,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.5271,153.091497,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,4,,-37.27693,144.310805,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-32.89085,151.538003,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-34.974537,138.67837,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-28.864571,153.294467,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,8,,-35.049855,138.70987,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-34.903933,138.70256,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-27.917737,152.579385,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,11,,-34.9045,138.70018,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-27.545661,153.067606,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.510852,153.082544,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.38078,153.004784,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-37.84194,144.268345,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-27.546924,153.07414,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,11,,-27.52767,153.093025,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-27.505669,153.078184,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,2,,-27.525719,153.09232,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-34.891149,138.715872,South Australia,Phascolarctos cinereus
iNaturalist Australia,2021,8,,-28.211403,152.865934,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,9,,-28.257885,153.400635,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,1,,-34.904254,138.615318,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.528207,153.09255,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,1,,-31.450771,152.907717,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-27.52718,153.091755,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.551523,153.04354,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.260042,152.058822,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,8,,-37.58597,143.882689,Victoria,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-29.027503,153.41707,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-34.866131,138.672869,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-27.528017,153.093579,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-27.55085,153.072637,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-34.326483,150.746917,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,12,,-27.509243,153.08149,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,7,,-27.543505,153.060636,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,5,,-27.522716,153.071923,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,11,,-34.884838,138.64363,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-34.877993,138.64926,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-31.076039,150.18643,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,1,,-27.54444,153.056803,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-37.276958,144.310897,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-33.431805,150.81018,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-27.528981,153.110382,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.52549,153.092166,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-27.296863,152.226792,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-37.54882,143.885956,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-30.43198,152.972143,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-28.22348,152.739349,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-34.094325,150.833467,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,4,,-27.550829,153.053787,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.528143,153.092309,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-32.2366,152.451626,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,7,,-27.529471,153.112416,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.525593,153.091898,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-34.948058,138.66838,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.284095,152.999609,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,5,,-27.298833,153.004358,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-27.546685,153.074307,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,12,,-28.255107,153.378052,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-38.071297,141.916,Victoria,Phascolarctos cinereus
iNaturalist Australia,2020,10,,-26.086744,152.785982,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,2,,-35.020803,138.62587,South Australia,Phascolarctos cinereus
iNaturalist Australia,2022,11,,-27.551182,153.060014,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.527181,153.11002,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,12,,-38.671112,146.163742,Victoria,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-27.508012,153.081634,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-27.526794,153.090865,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-27.5271,153.09228,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.39857,152.609253,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,2,,-31.436887,152.905401,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,3,,-34.90328,138.7056,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.220584,153.08911,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.529448,153.10359,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,10,,-27.551534,153.058949,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.971869,152.954154,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.546761,153.073172,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-27.54549,153.076635,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,11,,-28.258772,153.400489,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,3,,-38.31867,142.36348,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,9,,-27.525681,153.09228,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-27.52408,153.093389,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.514927,153.082438,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.527642,153.092473,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,1,,-27.37263,152.560237,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-27.525519,153.092173,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,6,,-37.336988,144.11989,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-27.41405,152.00322,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-29.68459,152.867845,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-34.692015,138.826933,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,12,,-27.524434,153.093626,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.527476,153.110584,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,12,,-37.208679,148.269577,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.26029,153.03832,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-28.258093,153.400849,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.824105,152.992236,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,3,,-29.68459,152.867845,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-26.157406,151.75162,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-27.526964,153.091552,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.412988,152.003022,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.393702,153.441315,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-27.548978,153.0522,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,2,,-28.252489,153.375901,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2022,11,,-34.866713,138.6628,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-36.186703,149.24942,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,2,,-28.258081,153.400825,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.530114,153.103772,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,1,,-27.396605,152.609955,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,4,,-27.715061,152.060928,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-27.599081,151.890013,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,3,,-35.017584,138.65744,South Australia,Phascolarctos cinereus
iNaturalist Australia,2020,10,,-34.8289,138.744377,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-27.526118,153.090762,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-27.528372,153.092408,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,6,,-27.526484,153.091056,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-27.823254,152.991809,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-38.319717,142.358052,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-28.22878,152.65998,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,9,,-28.257748,153.40062,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-35.46,148.91,Australian Capital Territory,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.530164,153.103383,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.514325,153.09346,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-27.436496,151.998241,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.42837,151.970421,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-34.889829,138.722302,South Australia,Phascolarctos cinereus
iNaturalist Australia,2020,7,,-27.502169,153.258212,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,9,,-34.82773,138.685955,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-26.6029,152.31733,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-34.887033,138.735142,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,9,,-27.506367,153.078788,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.527207,153.092415,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-27.40378,152.611653,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,10,,-34.905883,138.710106,South Australia,Phascolarctos cinereus
iNaturalist Australia,2020,3,,-38.202791,141.77501,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-28.164891,152.60693,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.552841,153.050401,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-27.452577,152.641182,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-19.123111,146.87053,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.527552,153.092595,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,2,,-38.773253,143.403139,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-28.274063,153.395218,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-27.5292,153.103557,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,5,,-27.526875,153.091599,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,5,,-34.971413,138.691662,South Australia,Phascolarctos cinereus
iNaturalist Australia,2022,12,,-34.773438,146.595397,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,9,,-27.907392,153.370283,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-27.222622,153.067235,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,8,,-37.526319,149.73732,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,6,,-28.124575,152.946971,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,6,,-27.508933,153.067594,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,7,,-27.544261,153.071821,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,8,,-27.532726,153.038152,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,10,,-34.751362,138.92537,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.52953,153.109755,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.525679,153.092224,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,8,,-28.25358,153.377188,New South Wales,Phascolarctos cinereus
iNaturalist Australia,2021,1,,-37.855206,144.194465,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.527242,153.092234,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,2,,-27.550701,153.058166,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.511134,153.083719,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,5,,-27.526819,153.091553,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,12,,-34.889666,138.73221,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.452395,152.64073,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-27.53001,153.103553,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,3,,-27.525193,153.111809,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,7,,-27.529925,153.104473,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-27.52877,153.112385,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.978598,152.552032,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,1,,-35.70703,137.493058,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.51103,153.087932,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-38.62932,145.731837,Victoria,Phascolarctos cinereus
iNaturalist Australia,2021,5,,-34.988435,138.63875,South Australia,Phascolarctos cinereus
iNaturalist Australia,2020,9,,-27.548953,153.059553,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.917234,153.358506,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-27.526799,153.091377,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-26.156562,151.751202,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,5,,-27.328775,152.61325,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,4,,-27.539173,153.05394,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-27.527844,153.111519,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,9,,-27.887434,152.75011,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.529228,153.105243,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-38.74668,143.271788,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,2,,-27.792154,151.63821,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.527453,153.091123,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,8,,-35.174651,138.51463,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,1,,-27.492655,152.24464,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,6,,-27.527278,153.111129,Queensland,Phascolarctos cinereus
iNaturalist Australia,2021,10,,-37.585571,143.88573,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.525864,153.090834,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-27.327805,151.933638,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.527953,153.11145,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,10,,-35.003111,138.746578,South Australia,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.52441,153.093557,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,5,,-27.551018,153.057528,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,11,,-27.550648,153.059709,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,6,,-27.543286,153.057739,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.431224,151.935218,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-27.525612,153.090364,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.49628,152.24933,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,2,,-27.515303,153.083042,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,2,,-38.67526,143.685574,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-27.527185,153.091686,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,12,,-28.103114,151.259003,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-38.35468,146.38879,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,11,,-27.701741,153.19019,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,9,,-27.492605,153.42993,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,1,,-27.323683,151.94435,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.659889,153.160433,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,11,,-27.701741,153.19019,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-27.35053,152.501587,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,3,,-27.52689,153.09089,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,3,,-34.868683,138.657487,South Australia,Phascolarctos cinereus
iNaturalist Australia,2022,4,,-27.510497,153.083345,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,10,,-27.701741,153.19019,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,2,,-27.912167,153.188172,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-26.769225,151.853424,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-35.04999,138.512519,South Australia,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-27.526908,153.09056,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-38.371795,145.368713,Victoria,Phascolarctos cinereus
iNaturalist Australia,2025,11,,-27.527936,153.111416,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,5,,-27.529782,153.105297,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,6,,-27.546087,153.071608,Queensland,Phascolarctos cinereus
iNaturalist Australia,2022,10,,-38.398333,145.108056,Victoria,Phascolarctos cinereus
iNaturalist Australia,2022,11,,-27.542575,153.068535,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,1,,-27.52622,153.092991,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,12,,-38.321862,143.33962,Victoria,Phascolarctos cinereus
iNaturalist Australia,2025,7,,-27.527105,153.091671,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-19.127112,146.868395,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,1,,-34.953447,138.686912,South Australia,Phascolarctos cinereus
iNaturalist Australia,2025,4,,-27.545972,153.072906,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,4,,-27.493706,152.86022,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,10,,-27.507982,153.081476,Queensland,Phascolarctos cinereus
iNaturalist Australia,2026,2,,-38.058172,141.92028,Victoria,Phascolarctos cinereus
iNaturalist Australia,2023,3,,-27.526872,153.090465,Queensland,Phascolarctos cinereus
iNaturalist Australia,2023,2,,-27.523801,153.084469,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,6,,-27.52652,153.09092,Queensland,Phascolarctos cinereus
iNaturalist Australia,2024,7,,-27.648875,151.913641,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,2,,-27.528031,153.111788,Queensland,Phascolarctos cinereus
iNaturalist Australia,2025,8,,-38.840778,143.541887,Victoria,Phascolarctos cinereus
iNaturalist Australia,2024,12,,-27.505804,153.078301,Queensland,Phascolarctos cinereus
iNaturalist Australia,2020,10,,-28.252347,153.375648,New South Wales,Phascolarctos cinereus
